RepaymentID,DateKey,AccountID,BranchID,ProductCode,EMIAmount,OutstandingBalance
REP0029698,20250716,ACC0065695,BR0420,EL001,29507,4024419
REP0029699,20240710,ACC0055825,BR0430,HL001,41944,4683547
REP0029700,20230304,ACC0094803,BR0354,PL001,6253,694463
REP0029701,20230330,ACC0062626,BR0252,BL001,48255,2245146
REP0029702,20250109,ACC0011284,BR0334,BL001,30941,3754049
REP0029703,20230614,ACC0060977,BR0458,HL001,16785,2462506
REP0029704,20250427,ACC0022714,BR0227,VL001,42994,1374988
REP0029705,20251031,ACC0061573,BR0076,EL001,38824,1305328
REP0029706,20230128,ACC0051146,BR0341,HL001,36611,1218704
REP0029707,20230113,ACC0017154,BR0298,HL001,21553,4939932
REP0029708,20240131,ACC0013032,BR0195,EL001,30515,1445564
REP0029709,20250919,ACC0050596,BR0320,PL001,38590,1125472
REP0029710,20240521,ACC0089851,BR0054,BL001,34436,4853089
REP0029711,20250620,ACC0017927,BR0488,BL001,24528,948932
REP0029712,20240828,ACC0086974,BR0496,HL001,40407,1475085
REP0029713,20251005,ACC0000865,BR0087,VL001,1110,2946556
REP0029714,20240102,ACC0092930,BR0145,EL001,24667,2785727
REP0029715,20250808,ACC0052023,BR0215,VL001,22271,3924589
REP0029716,20230101,ACC0006908,BR0216,BL001,15322,236225
REP0029717,20231126,ACC0006447,BR0393,VL001,15450,228480
REP0029718,20250409,ACC0083228,BR0188,BL001,40458,2155230
REP0029719,20241010,ACC0057241,BR0016,BL001,11594,1110125
REP0029720,20250502,ACC0002366,BR0456,HL001,14710,667801
REP0029721,20251001,ACC0046604,BR0088,PL001,15790,949241
REP0029722,20251005,ACC0016513,BR0188,PL001,15311,58952
REP0029723,20230216,ACC0022753,BR0339,EL001,3543,2306977
REP0029724,20250916,ACC0088179,BR0222,HL001,39207,1239383
REP0029725,20240815,ACC0076940,BR0034,HL001,49695,4639224
REP0029726,20251217,ACC0081763,BR0005,HL001,4967,2625628
REP0029727,20230928,ACC0009560,BR0349,VL001,38286,829877
REP0029728,20240704,ACC0052920,BR0439,HL001,40854,1825818
REP0029729,20240206,ACC0020726,BR0324,BL001,18828,258415
REP0029730,20240322,ACC0038344,BR0456,BL001,22147,3705402
REP0029731,20231014,ACC0010813,BR0070,EL001,46860,1674800
REP0029732,20241120,ACC0050041,BR0224,EL001,15095,3135134
REP0029733,20250612,ACC0015288,BR0081,BL001,48429,2837376
REP0029734,20240311,ACC0038301,BR0441,VL001,43624,1172804
REP0029735,20250825,ACC0066905,BR0112,HL001,45518,571334
REP0029736,20230323,ACC0003531,BR0314,HL001,25264,4377886
REP0029737,20250222,ACC0075201,BR0434,BL001,1824,464309
REP0029738,20230708,ACC0057242,BR0019,HL001,10040,411725
REP0029739,20240727,ACC0000561,BR0167,BL001,33572,2404412
REP0029740,20230426,ACC0072943,BR0123,HL001,21586,3005624
REP0029741,20240109,ACC0031077,BR0015,VL001,43158,2609349
REP0029742,20240222,ACC0048345,BR0043,BL001,22772,4327476
REP0029743,20230804,ACC0075826,BR0154,PL001,17752,4008637
REP0029744,20250410,ACC0005257,BR0332,HL001,25357,2995081
REP0029745,20240319,ACC0024447,BR0132,PL001,48869,1840951
REP0029746,20250213,ACC0009838,BR0306,BL001,14789,3570264
REP0029747,20250401,ACC0077872,BR0480,EL001,31444,3694740
REP0029748,20240430,ACC0012455,BR0122,VL001,37661,4922055
REP0029749,20231106,ACC0076337,BR0405,BL001,7547,4912981
REP0029750,20230310,ACC0085601,BR0401,PL001,40473,3311192
REP0029751,20250120,ACC0049446,BR0133,HL001,17443,1186197
REP0029752,20240330,ACC0098529,BR0271,EL001,14981,4796082
REP0029753,20231010,ACC0034165,BR0499,HL001,39128,3932152
REP0029754,20250123,ACC0070041,BR0301,PL001,43773,35687
REP0029755,20230821,ACC0069635,BR0024,HL001,31151,3946039
REP0029756,20231015,ACC0086469,BR0317,BL001,26897,3349181
REP0029757,20231224,ACC0004715,BR0041,BL001,46285,2188754
REP0029758,20250515,ACC0066433,BR0356,HL001,39723,4644937
REP0029759,20250320,ACC0004740,BR0066,EL001,8380,4182661
REP0029760,20251020,ACC0002759,BR0186,BL001,7333,3028914
REP0029761,20230428,ACC0063200,BR0097,EL001,42942,653995
REP0029762,20230614,ACC0026284,BR0478,BL001,15083,3152779
REP0029763,20241104,ACC0032077,BR0370,EL001,9849,1410838
REP0029764,20251231,ACC0013009,BR0342,PL001,42352,138883
REP0029765,20241001,ACC0034429,BR0422,EL001,29789,3362314
REP0029766,20240713,ACC0045424,BR0391,BL001,32562,130477
REP0029767,20250916,ACC0011357,BR0358,EL001,12714,1909131
REP0029768,20231215,ACC0090228,BR0172,EL001,43024,3307032
REP0029769,20240720,ACC0053953,BR0084,HL001,18695,2419481
REP0029770,20250327,ACC0067971,BR0029,HL001,41968,3913891
REP0029771,20241214,ACC0017472,BR0260,HL001,21520,3881920
REP0029772,20250616,ACC0037948,BR0247,BL001,42304,3126663
REP0029773,20240714,ACC0074197,BR0316,HL001,42743,3065738
REP0029774,20251016,ACC0083022,BR0441,BL001,15114,983332
REP0029775,20240803,ACC0069410,BR0176,PL001,10479,1119697
REP0029776,20230311,ACC0020840,BR0152,VL001,3946,2766842
REP0029777,20230923,ACC0093911,BR0012,BL001,19156,178497
REP0029778,20230802,ACC0069915,BR0354,VL001,17549,3432432
REP0029779,20230819,ACC0091671,BR0119,VL001,33832,1109619
REP0029780,20250927,ACC0027923,BR0139,EL001,25521,4342773
REP0029781,20240323,ACC0095095,BR0426,EL001,28527,2750115
REP0029782,20230303,ACC0076376,BR0144,EL001,19246,1688021
REP0029783,20240830,ACC0094788,BR0465,VL001,29388,2231457
REP0029784,20240311,ACC0084988,BR0413,VL001,40843,3099906
REP0029785,20250719,ACC0021387,BR0063,EL001,16677,456857
REP0029786,20230210,ACC0008229,BR0384,EL001,32738,1931170
REP0029787,20241026,ACC0078443,BR0316,VL001,37076,3441773
REP0029788,20230227,ACC0054876,BR0474,EL001,49445,1710636
REP0029789,20240219,ACC0093888,BR0276,HL001,31247,4298000
REP0029790,20250316,ACC0034810,BR0483,VL001,3495,3021978
REP0029791,20250402,ACC0076253,BR0331,BL001,10704,1156201
REP0029792,20230419,ACC0064516,BR0001,BL001,23916,745230
REP0029793,20230714,ACC0090000,BR0207,PL001,11309,4205689
REP0029794,20241202,ACC0068265,BR0014,EL001,43653,3002119
REP0029795,20250112,ACC0047391,BR0365,EL001,13856,4111886
REP0029796,20251028,ACC0025056,BR0308,BL001,25182,1909061
REP0029797,20240609,ACC0008969,BR0094,BL001,8071,4182130
REP0029798,20230329,ACC0068902,BR0099,VL001,47414,676120
REP0029799,20230125,ACC0085922,BR0228,VL001,23309,1916232
REP0029800,20250712,ACC0065959,BR0061,BL001,18329,3411931
REP0029801,20250906,ACC0019453,BR0131,VL001,34131,3108094
REP0029802,20241027,ACC0028169,BR0239,BL001,41686,573494
REP0029803,20240301,ACC0052662,BR0348,BL001,23983,2321492
REP0029804,20250415,ACC0058615,BR0245,PL001,34903,3338673
REP0029805,20230112,ACC0060023,BR0123,HL001,47853,1317544
REP0029806,20250409,ACC0009506,BR0108,PL001,26785,3317406
REP0029807,20230308,ACC0011201,BR0356,VL001,38977,3131193
REP0029808,20231124,ACC0075148,BR0374,VL001,49705,4146219
REP0029809,20230612,ACC0077426,BR0399,BL001,28949,682015
REP0029810,20230511,ACC0070281,BR0206,HL001,6157,2783401
REP0029811,20241013,ACC0053590,BR0255,VL001,29348,614066
REP0029812,20251219,ACC0033337,BR0345,BL001,5522,4604588
REP0029813,20250627,ACC0071741,BR0301,EL001,23454,2571951
REP0029814,20250713,ACC0079008,BR0273,VL001,49664,4163285
REP0029815,20230717,ACC0039964,BR0112,EL001,24553,4274805
REP0029816,20240119,ACC0029225,BR0376,VL001,33077,3910837
REP0029817,20231127,ACC0054926,BR0433,HL001,20165,2535570
REP0029818,20230517,ACC0070546,BR0425,VL001,37049,2105562
REP0029819,20240203,ACC0098882,BR0129,HL001,19415,1719930
REP0029820,20230801,ACC0066963,BR0008,PL001,46979,3613087
REP0029821,20231026,ACC0039019,BR0042,HL001,34134,4755929
REP0029822,20240814,ACC0056711,BR0413,BL001,49067,479307
REP0029823,20250825,ACC0018750,BR0309,PL001,20405,3793956
REP0029824,20250728,ACC0006856,BR0348,BL001,39859,3418808
REP0029825,20240303,ACC0061025,BR0188,HL001,45431,2564932
REP0029826,20240210,ACC0071217,BR0236,HL001,5679,4923566
REP0029827,20251106,ACC0024978,BR0074,VL001,46487,2483285
REP0029828,20250506,ACC0066325,BR0460,PL001,16721,3976409
REP0029829,20240414,ACC0032261,BR0137,PL001,3148,4079260
REP0029830,20241007,ACC0079365,BR0008,VL001,29146,2360873
REP0029831,20250927,ACC0060300,BR0296,HL001,8812,4961029
REP0029832,20230920,ACC0096152,BR0443,BL001,14816,419097
REP0029833,20250603,ACC0027551,BR0115,PL001,33641,3681759
REP0029834,20250804,ACC0064764,BR0388,BL001,12479,1902683
REP0029835,20230505,ACC0014724,BR0278,VL001,48488,3823206
REP0029836,20250320,ACC0045612,BR0219,HL001,31792,3761085
REP0029837,20231109,ACC0051990,BR0387,HL001,26524,358436
REP0029838,20231102,ACC0005379,BR0003,BL001,39796,3844793
REP0029839,20230529,ACC0010985,BR0021,EL001,8117,3155736
REP0029840,20230407,ACC0058937,BR0343,BL001,48601,4946362
REP0029841,20230118,ACC0062154,BR0319,PL001,43632,2784071
REP0029842,20240503,ACC0003504,BR0046,VL001,48799,1322939
REP0029843,20250316,ACC0049117,BR0324,BL001,16590,967964
REP0029844,20240215,ACC0059525,BR0368,HL001,38407,4409379
REP0029845,20251218,ACC0004780,BR0379,BL001,9291,3826203
REP0029846,20230820,ACC0096355,BR0431,HL001,22982,1735660
REP0029847,20230303,ACC0008605,BR0294,VL001,35906,59240
REP0029848,20240126,ACC0018934,BR0269,VL001,7180,2508037
REP0029849,20230728,ACC0098667,BR0053,HL001,46965,2925295
REP0029850,20230730,ACC0050925,BR0425,EL001,17348,2239762
REP0029851,20230218,ACC0026976,BR0211,PL001,14154,4510544
REP0029852,20250820,ACC0060950,BR0259,HL001,17248,279473
REP0029853,20230109,ACC0046615,BR0248,BL001,17522,550482
REP0029854,20230612,ACC0024854,BR0258,EL001,2073,2031508
REP0029855,20250515,ACC0087780,BR0349,PL001,39032,235809
REP0029856,20230214,ACC0038979,BR0486,BL001,35633,1481891
REP0029857,20251014,ACC0031815,BR0162,VL001,4372,3109210
REP0029858,20240213,ACC0038724,BR0328,PL001,25985,2079479
REP0029859,20230327,ACC0044657,BR0389,EL001,16678,3737156
REP0029860,20240724,ACC0042444,BR0140,PL001,32631,4486856
REP0029861,20231009,ACC0062131,BR0350,PL001,5196,1111559
REP0029862,20231201,ACC0080471,BR0007,HL001,30210,2028560
REP0029863,20231022,ACC0057518,BR0221,HL001,11391,916973
REP0029864,20231021,ACC0049894,BR0001,HL001,17858,3127010
REP0029865,20241130,ACC0047727,BR0473,VL001,34205,4681603
REP0029866,20240427,ACC0059874,BR0427,BL001,13726,1327149
REP0029867,20240729,ACC0078856,BR0279,PL001,16065,3662411
REP0029868,20240511,ACC0050048,BR0201,EL001,43389,63804
REP0029869,20240810,ACC0096944,BR0455,EL001,7012,1516986
REP0029870,20230423,ACC0003017,BR0082,PL001,15267,2944539
REP0029871,20240720,ACC0078403,BR0096,BL001,11003,757575
REP0029872,20231028,ACC0066593,BR0490,EL001,38915,969745
REP0029873,20241215,ACC0097139,BR0201,HL001,19689,2702222
REP0029874,20240719,ACC0043436,BR0033,BL001,40607,3070846
REP0029875,20241101,ACC0015370,BR0037,PL001,37749,4536152
REP0029876,20230318,ACC0043503,BR0370,VL001,6375,4177723
REP0029877,20230817,ACC0046829,BR0182,HL001,19400,1117775
REP0029878,20250131,ACC0026675,BR0492,HL001,15500,815813
REP0029879,20241110,ACC0035606,BR0070,HL001,33978,2773614
REP0029880,20231002,ACC0006817,BR0141,BL001,10513,3634437
REP0029881,20230529,ACC0079191,BR0154,VL001,20431,2042584
REP0029882,20240812,ACC0047238,BR0464,EL001,45876,3710805
REP0029883,20250606,ACC0063140,BR0253,BL001,45411,3543913
REP0029884,20230409,ACC0034730,BR0328,HL001,36844,2790648
REP0029885,20230918,ACC0083667,BR0030,BL001,45860,2886499
REP0029886,20250210,ACC0049412,BR0136,BL001,42871,3635670
REP0029887,20231120,ACC0006240,BR0213,VL001,44438,2634598
REP0029888,20240915,ACC0084681,BR0471,PL001,41688,2290413
REP0029889,20231015,ACC0075651,BR0094,VL001,13003,3418900
REP0029890,20251214,ACC0036196,BR0296,HL001,9699,3582386
REP0029891,20230417,ACC0085565,BR0150,HL001,5222,2993629
REP0029892,20230313,ACC0042009,BR0390,BL001,9911,1596494
REP0029893,20240111,ACC0005373,BR0147,EL001,7181,3593247
REP0029894,20250120,ACC0032013,BR0141,VL001,13218,3995264
REP0029895,20231202,ACC0009053,BR0323,BL001,18665,584952
REP0029896,20230817,ACC0068835,BR0189,HL001,20392,1095145
REP0029897,20230505,ACC0049440,BR0095,HL001,22602,1457166
REP0029898,20240802,ACC0010119,BR0073,VL001,36436,4880642
REP0029899,20250711,ACC0010916,BR0054,BL001,17240,4233762
REP0029900,20240728,ACC0053758,BR0116,HL001,47414,1094329
REP0029901,20251114,ACC0093684,BR0231,EL001,38975,142010
REP0029902,20230201,ACC0035487,BR0333,BL001,38710,1062956
REP0029903,20250304,ACC0024625,BR0459,PL001,16844,3118227
REP0029904,20250309,ACC0060645,BR0408,EL001,1623,1737697
REP0029905,20230713,ACC0094569,BR0067,EL001,1911,4786546
REP0029906,20240617,ACC0091788,BR0072,PL001,20165,210607
REP0029907,20250807,ACC0036988,BR0382,PL001,14808,1324174
REP0029908,20240619,ACC0023012,BR0228,VL001,27088,2707255
REP0029909,20240705,ACC0009304,BR0499,VL001,2309,4635918
REP0029910,20240401,ACC0034964,BR0007,BL001,30277,1794519
REP0029911,20240208,ACC0052405,BR0105,PL001,48198,1699342
REP0029912,20250515,ACC0045558,BR0482,VL001,28788,511682
REP0029913,20230813,ACC0000244,BR0058,VL001,26202,869005
REP0029914,20241015,ACC0018700,BR0473,BL001,34870,156531
REP0029915,20250909,ACC0014530,BR0260,EL001,7360,184939
REP0029916,20240212,ACC0040460,BR0035,EL001,37088,2762812
REP0029917,20240117,ACC0046609,BR0174,HL001,47462,4964986
REP0029918,20250918,ACC0020748,BR0340,HL001,8564,2518941
REP0029919,20240313,ACC0074989,BR0473,VL001,27489,2150566
REP0029920,20240401,ACC0018825,BR0404,VL001,48967,3136789
REP0029921,20250801,ACC0057008,BR0216,BL001,24349,2633664
REP0029922,20240920,ACC0042516,BR0395,HL001,4941,3694351
REP0029923,20250421,ACC0051152,BR0265,VL001,41076,3647340
REP0029924,20230912,ACC0055435,BR0218,HL001,1101,1015432
REP0029925,20240922,ACC0022567,BR0196,HL001,33340,2506301
REP0029926,20241002,ACC0024324,BR0390,VL001,1238,3224788
REP0029927,20250421,ACC0069394,BR0243,HL001,33827,4907036
REP0029928,20240430,ACC0031813,BR0186,EL001,36757,3778647
REP0029929,20230730,ACC0025062,BR0206,VL001,44003,298494
REP0029930,20230125,ACC0031399,BR0181,EL001,39005,2232705
REP0029931,20240502,ACC0030368,BR0098,HL001,31891,4153061
REP0029932,20240709,ACC0053988,BR0452,BL001,21391,2055367
REP0029933,20240619,ACC0063277,BR0406,EL001,20088,1293607
REP0029934,20251121,ACC0070587,BR0480,PL001,28545,3613762
REP0029935,20240217,ACC0060385,BR0337,EL001,47383,4153964
REP0029936,20250812,ACC0059605,BR0252,BL001,49175,1188391
REP0029937,20240427,ACC0000993,BR0318,EL001,21889,965173
REP0029938,20240702,ACC0097418,BR0234,VL001,32423,3847225
REP0029939,20240521,ACC0062868,BR0368,BL001,1499,1919420
REP0029940,20240506,ACC0058487,BR0260,BL001,18227,221401
REP0029941,20241022,ACC0025799,BR0291,EL001,1477,4529034
REP0029942,20230627,ACC0063755,BR0294,EL001,4126,3354092
REP0029943,20240722,ACC0027210,BR0362,HL001,14889,2417278
REP0029944,20251030,ACC0059896,BR0221,HL001,41405,4373486
REP0029945,20230429,ACC0015098,BR0451,BL001,2082,816112
REP0029946,20230605,ACC0034652,BR0055,EL001,45675,4113173
REP0029947,20241117,ACC0052833,BR0154,BL001,28465,2853761
REP0029948,20240915,ACC0095670,BR0135,EL001,17067,4039194
REP0029949,20240929,ACC0045186,BR0311,VL001,3721,4522229
REP0029950,20241007,ACC0016843,BR0393,EL001,29656,2042862
REP0029951,20240220,ACC0095911,BR0498,HL001,37738,1084327
REP0029952,20240710,ACC0007841,BR0254,EL001,38515,3227019
REP0029953,20240315,ACC0086836,BR0124,BL001,33001,4447368
REP0029954,20250302,ACC0047772,BR0147,BL001,2225,271349
REP0029955,20231108,ACC0093107,BR0137,EL001,45166,623879
REP0029956,20240719,ACC0012096,BR0149,HL001,31042,1715523
REP0029957,20231121,ACC0026647,BR0470,VL001,45156,2502569
REP0029958,20240131,ACC0022996,BR0409,VL001,22130,3890667
REP0029959,20240228,ACC0087040,BR0129,HL001,37021,344539
REP0029960,20231226,ACC0017032,BR0284,BL001,38778,4484466
REP0029961,20240206,ACC0092703,BR0225,BL001,43845,4642993
REP0029962,20241225,ACC0000552,BR0362,VL001,22188,4760546
REP0029963,20251108,ACC0074172,BR0124,HL001,38341,3574696
REP0029964,20230212,ACC0069842,BR0293,PL001,20324,1037226
REP0029965,20251113,ACC0098110,BR0492,VL001,36878,4470988
REP0029966,20230903,ACC0028700,BR0427,BL001,48886,3038370
REP0029967,20250920,ACC0002454,BR0045,HL001,27490,1155512
REP0029968,20230128,ACC0018174,BR0156,HL001,14807,4062615
REP0029969,20250729,ACC0013156,BR0083,HL001,14004,459165
REP0029970,20230108,ACC0001754,BR0289,VL001,21470,1363964
REP0029971,20230801,ACC0022896,BR0295,BL001,38730,4954593
REP0029972,20241110,ACC0041809,BR0411,HL001,31521,3474302
REP0029973,20230412,ACC0087600,BR0307,HL001,31457,1753720
REP0029974,20230704,ACC0081583,BR0403,EL001,8912,4674441
REP0029975,20240131,ACC0016211,BR0315,BL001,12462,1409635
REP0029976,20240901,ACC0052348,BR0270,EL001,16581,3829721
REP0029977,20230226,ACC0031965,BR0061,EL001,27305,1227855
REP0029978,20240108,ACC0007722,BR0439,PL001,46537,1800562
REP0029979,20250125,ACC0075750,BR0278,EL001,18674,1720334
REP0029980,20230113,ACC0023216,BR0214,BL001,14246,3489481
REP0029981,20231022,ACC0054885,BR0170,BL001,29436,3933605
REP0029982,20240906,ACC0076473,BR0455,VL001,2619,3832529
REP0029983,20230120,ACC0059637,BR0149,BL001,18095,3156490
REP0029984,20230820,ACC0014872,BR0122,PL001,47234,814772
REP0029985,20251028,ACC0077699,BR0053,HL001,37155,2428422
REP0029986,20250122,ACC0047934,BR0282,VL001,49032,663259
REP0029987,20250109,ACC0083446,BR0303,EL001,27729,4514051
REP0029988,20241004,ACC0031538,BR0127,PL001,10575,3561325
REP0029989,20251027,ACC0019344,BR0315,VL001,23206,3266450
REP0029990,20231107,ACC0055522,BR0110,HL001,29712,1364996
REP0029991,20251214,ACC0099498,BR0129,HL001,25022,2573490
REP0029992,20230330,ACC0050327,BR0263,HL001,14532,1475455
REP0029993,20230623,ACC0009362,BR0396,HL001,33527,2505475
REP0029994,20240427,ACC0093742,BR0069,PL001,41648,561469
REP0029995,20231206,ACC0062127,BR0057,PL001,30304,2222287
REP0029996,20250425,ACC0052863,BR0014,PL001,25068,4335763
REP0029997,20241009,ACC0071462,BR0071,BL001,21156,3441823
REP0029998,20230515,ACC0080484,BR0251,PL001,35466,2971686
REP0029999,20230626,ACC0049929,BR0105,VL001,26428,4616032
REP0030000,20250216,ACC0075122,BR0445,PL001,11833,3056558
REP0030001,20241220,ACC0054610,BR0194,HL001,13401,2801942
REP0030002,20230421,ACC0014763,BR0381,VL001,38488,3038138
REP0030003,20240213,ACC0068737,BR0209,HL001,48871,4156415
REP0030004,20230218,ACC0053992,BR0226,HL001,23358,2573467
REP0030005,20230921,ACC0040974,BR0150,BL001,43384,1347480
REP0030006,20230210,ACC0008347,BR0309,EL001,29955,661042
REP0030007,20241217,ACC0067064,BR0450,EL001,19682,2844552
REP0030008,20240323,ACC0074903,BR0029,EL001,1146,2349691
REP0030009,20250308,ACC0079515,BR0165,EL001,17569,508077
REP0030010,20241105,ACC0077375,BR0181,HL001,25423,2645918
REP0030011,20250123,ACC0066990,BR0180,BL001,45957,3562896
REP0030012,20251025,ACC0069347,BR0007,PL001,23904,2795139
REP0030013,20231130,ACC0099326,BR0376,VL001,14442,2731601
REP0030014,20250315,ACC0020833,BR0173,BL001,14355,3043889
REP0030015,20231015,ACC0041797,BR0220,EL001,33277,3721988
REP0030016,20251028,ACC0051126,BR0414,EL001,44656,311721
REP0030017,20230207,ACC0061817,BR0433,BL001,25133,2901110
REP0030018,20231003,ACC0091102,BR0018,EL001,15151,2749922
REP0030019,20230331,ACC0077675,BR0354,PL001,30258,2980231
REP0030020,20230321,ACC0004553,BR0382,EL001,32678,3546803
REP0030021,20250814,ACC0026380,BR0134,BL001,34446,4537375
REP0030022,20230330,ACC0047299,BR0051,PL001,34264,4213519
REP0030023,20230225,ACC0082507,BR0452,HL001,20708,4542893
REP0030024,20230729,ACC0015327,BR0335,HL001,17277,3864979
REP0030025,20251025,ACC0036407,BR0311,HL001,6058,3581224
REP0030026,20230821,ACC0086680,BR0142,VL001,14791,644093
REP0030027,20250717,ACC0031997,BR0349,HL001,20557,1515089
REP0030028,20230726,ACC0091517,BR0381,EL001,39996,4869223
REP0030029,20240524,ACC0083511,BR0410,PL001,44377,3172400
REP0030030,20250318,ACC0004377,BR0254,HL001,1366,353214
REP0030031,20241006,ACC0094402,BR0338,VL001,7788,2732533
REP0030032,20230211,ACC0020538,BR0137,BL001,27811,4996668
REP0030033,20231102,ACC0056891,BR0486,PL001,24333,1208406
REP0030034,20250405,ACC0060012,BR0216,VL001,15993,1258963
REP0030035,20251015,ACC0077740,BR0065,EL001,17499,2412515
REP0030036,20231106,ACC0026238,BR0164,BL001,8941,1857433
REP0030037,20230918,ACC0050748,BR0105,PL001,45245,4187061
REP0030038,20251211,ACC0053358,BR0038,PL001,21485,3749340
REP0030039,20251205,ACC0084877,BR0002,EL001,9326,570248
REP0030040,20230117,ACC0040858,BR0315,BL001,17256,2080598
REP0030041,20230405,ACC0036085,BR0499,EL001,33878,2545755
REP0030042,20251104,ACC0081081,BR0077,HL001,27186,1629316
REP0030043,20241119,ACC0095869,BR0407,PL001,19498,4849534
REP0030044,20250108,ACC0069852,BR0466,BL001,14686,355061
REP0030045,20250211,ACC0032401,BR0292,PL001,30621,2407405
REP0030046,20241127,ACC0004376,BR0016,PL001,7567,1418397
REP0030047,20240919,ACC0058926,BR0496,HL001,49320,2809354
REP0030048,20240423,ACC0000029,BR0042,BL001,11952,771990
REP0030049,20251127,ACC0073193,BR0489,HL001,32458,3274378
REP0030050,20250604,ACC0053340,BR0228,VL001,22080,4848656
REP0030051,20251207,ACC0021601,BR0452,EL001,33675,4273846
REP0030052,20241229,ACC0061331,BR0440,BL001,47612,2699348
REP0030053,20230413,ACC0030637,BR0423,BL001,22799,4583584
REP0030054,20250516,ACC0036413,BR0023,BL001,6452,1390771
REP0030055,20250718,ACC0027078,BR0028,HL001,34803,4007173
REP0030056,20240607,ACC0022592,BR0317,PL001,32797,1127257
REP0030057,20240529,ACC0034125,BR0386,PL001,40700,1276470
REP0030058,20251019,ACC0052979,BR0206,BL001,13690,4245110
REP0030059,20240918,ACC0050789,BR0114,EL001,12192,1574688
REP0030060,20241018,ACC0061710,BR0068,PL001,13810,859044
REP0030061,20230423,ACC0079607,BR0146,PL001,9024,2778805
REP0030062,20251224,ACC0010597,BR0185,PL001,6587,1143998
REP0030063,20250219,ACC0031739,BR0344,VL001,16962,2986207
REP0030064,20250513,ACC0070828,BR0070,EL001,14945,2655749
REP0030065,20240722,ACC0028744,BR0470,VL001,39857,270365
REP0030066,20250117,ACC0011152,BR0403,EL001,35917,1825434
REP0030067,20230815,ACC0020413,BR0276,VL001,33241,1621521
REP0030068,20230103,ACC0069760,BR0470,VL001,44006,2024723
REP0030069,20240614,ACC0077167,BR0327,EL001,22846,3378927
REP0030070,20230729,ACC0062207,BR0179,PL001,32915,1837422
REP0030071,20250226,ACC0032319,BR0109,VL001,8038,1104252
REP0030072,20240601,ACC0081219,BR0404,PL001,28304,4408547
REP0030073,20230225,ACC0095058,BR0225,VL001,40133,4235392
REP0030074,20230705,ACC0072178,BR0409,PL001,21001,2204860
REP0030075,20230303,ACC0027304,BR0426,VL001,35004,2516101
REP0030076,20241019,ACC0015872,BR0487,VL001,36397,2135528
REP0030077,20240323,ACC0067795,BR0230,BL001,28280,3606605
REP0030078,20250614,ACC0098289,BR0242,HL001,48205,3542220
REP0030079,20250814,ACC0063671,BR0003,VL001,18559,4260523
REP0030080,20251124,ACC0011027,BR0077,PL001,24137,797425
REP0030081,20230123,ACC0076566,BR0030,EL001,33001,2691254
REP0030082,20241103,ACC0002591,BR0348,BL001,7194,2366404
REP0030083,20230703,ACC0048503,BR0258,PL001,17538,353820
REP0030084,20230115,ACC0003906,BR0026,BL001,15902,3425021
REP0030085,20250808,ACC0056578,BR0277,BL001,1710,4228080
REP0030086,20251209,ACC0033188,BR0297,HL001,22361,2497234
REP0030087,20250510,ACC0097922,BR0290,VL001,32520,723008
REP0030088,20251119,ACC0077249,BR0349,HL001,26145,4796167
REP0030089,20241113,ACC0033372,BR0095,EL001,32477,420570
REP0030090,20250224,ACC0075934,BR0378,EL001,9351,2162576
REP0030091,20240722,ACC0090782,BR0301,HL001,10440,2901669
REP0030092,20250424,ACC0096657,BR0052,VL001,13529,4978859
REP0030093,20241111,ACC0087137,BR0028,VL001,15630,1733544
REP0030094,20250808,ACC0067381,BR0492,EL001,1684,109503
REP0030095,20250405,ACC0022078,BR0406,BL001,31266,1344047
REP0030096,20240528,ACC0036865,BR0005,PL001,38231,2277908
REP0030097,20250208,ACC0060930,BR0339,HL001,17894,1431836
REP0030098,20230705,ACC0086651,BR0391,VL001,18363,1188366
REP0030099,20230430,ACC0067264,BR0488,HL001,46845,1542498
REP0030100,20230624,ACC0058840,BR0248,HL001,3504,3333333
REP0030101,20240810,ACC0019076,BR0228,VL001,18760,1549704
REP0030102,20250510,ACC0038254,BR0445,PL001,36727,2070501
REP0030103,20250522,ACC0009705,BR0024,BL001,15201,620445
REP0030104,20250721,ACC0065837,BR0068,EL001,8706,4928251
REP0030105,20230523,ACC0028372,BR0006,PL001,38634,4237949
REP0030106,20251015,ACC0049219,BR0084,BL001,27348,4834526
REP0030107,20241004,ACC0037269,BR0451,VL001,13791,4662233
REP0030108,20230113,ACC0002251,BR0053,EL001,29897,2718336
REP0030109,20231122,ACC0053040,BR0021,EL001,15314,1662633
REP0030110,20241208,ACC0050429,BR0392,VL001,30228,2599337
REP0030111,20230611,ACC0075685,BR0486,VL001,6560,4581678
REP0030112,20250306,ACC0029228,BR0477,BL001,25467,1802573
REP0030113,20240823,ACC0060290,BR0264,PL001,16414,3572937
REP0030114,20230126,ACC0052494,BR0107,HL001,47628,4337011
REP0030115,20250417,ACC0035586,BR0467,PL001,47124,3729179
REP0030116,20250106,ACC0060870,BR0014,HL001,44124,4197953
REP0030117,20240311,ACC0008860,BR0073,HL001,9506,3304257
REP0030118,20230909,ACC0072804,BR0014,EL001,34285,4063810
REP0030119,20240406,ACC0029457,BR0424,HL001,21328,1089660
REP0030120,20230109,ACC0004247,BR0112,BL001,15144,1388251
REP0030121,20250912,ACC0071851,BR0325,PL001,8150,4045305
REP0030122,20231014,ACC0058264,BR0432,EL001,5506,2390116
