BranchID,Year,Month,DepositTarget
BR0149,2024,9,29637383
BR0149,2024,10,9312175
BR0149,2024,11,41056275
BR0149,2024,12,13177725
BR0149,2025,1,35738102
BR0149,2025,2,15812172
BR0149,2025,3,19194078
BR0149,2025,4,40629332
BR0149,2025,5,8583834
BR0149,2025,6,48616759
BR0149,2025,7,49525952
BR0149,2025,8,41131859
BR0149,2025,9,21438743
BR0149,2025,10,32347103
BR0149,2025,11,39818001
BR0149,2025,12,47378717
BR0150,2023,1,11015642
BR0150,2023,2,48472715
BR0150,2023,3,19252043
BR0150,2023,4,19633759
BR0150,2023,5,24286358
BR0150,2023,6,5914824
BR0150,2023,7,22461035
BR0150,2023,8,33949970
BR0150,2023,9,12941020
BR0150,2023,10,16829852
BR0150,2023,11,45976791
BR0150,2023,12,34393148
BR0150,2024,1,46222930
BR0150,2024,2,16169150
BR0150,2024,3,24079463
BR0150,2024,4,31233975
BR0150,2024,5,21675863
BR0150,2024,6,27933530
BR0150,2024,7,22255641
BR0150,2024,8,6857341
BR0150,2024,9,11158099
BR0150,2024,10,19040234
BR0150,2024,11,48026004
BR0150,2024,12,22416091
BR0150,2025,1,46492223
BR0150,2025,2,49020728
BR0150,2025,3,48170700
BR0150,2025,4,44670074
BR0150,2025,5,14530891
BR0150,2025,6,49031192
BR0150,2025,7,9657903
BR0150,2025,8,45121601
BR0150,2025,9,9558836
BR0150,2025,10,31248330
BR0150,2025,11,25394399
BR0150,2025,12,10230587
BR0151,2023,1,9291024
BR0151,2023,2,9490363
BR0151,2023,3,40948774
BR0151,2023,4,5975582
BR0151,2023,5,9929077
BR0151,2023,6,29259917
BR0151,2023,7,9998500
BR0151,2023,8,14545035
BR0151,2023,9,42399709
BR0151,2023,10,12574084
BR0151,2023,11,38131177
BR0151,2023,12,48513388
BR0151,2024,1,39243942
BR0151,2024,2,23351205
BR0151,2024,3,35200996
BR0151,2024,4,16938099
BR0151,2024,5,11716849
BR0151,2024,6,22108641
BR0151,2024,7,25345044
BR0151,2024,8,31493340
BR0151,2024,9,32443708
BR0151,2024,10,16624483
BR0151,2024,11,34858606
BR0151,2024,12,11364890
BR0151,2025,1,35912498
BR0151,2025,2,27974458
BR0151,2025,3,26655487
BR0151,2025,4,18827892
BR0151,2025,5,7060058
BR0151,2025,6,31037087
BR0151,2025,7,20183773
BR0151,2025,8,12152148
BR0151,2025,9,19017133
BR0151,2025,10,28538635
BR0151,2025,11,27518012
BR0151,2025,12,23632714
BR0152,2023,1,46935525
BR0152,2023,2,5658026
BR0152,2023,3,17747206
BR0152,2023,4,9875351
BR0152,2023,5,11005279
BR0152,2023,6,15605589
BR0152,2023,7,49241354
BR0152,2023,8,49402825
BR0152,2023,9,44391693
BR0152,2023,10,25936046
BR0152,2023,11,49373742
BR0152,2023,12,22652835
BR0152,2024,1,17120375
BR0152,2024,2,8063927
BR0152,2024,3,14640818
BR0152,2024,4,37305630
BR0152,2024,5,11516425
BR0152,2024,6,8841137
BR0152,2024,7,30703485
BR0152,2024,8,22041620
BR0152,2024,9,48770269
BR0152,2024,10,10969008
BR0152,2024,11,43226411
BR0152,2024,12,44169076
BR0152,2025,1,19982646
BR0152,2025,2,9164400
BR0152,2025,3,9348593
BR0152,2025,4,24856504
BR0152,2025,5,5994428
BR0152,2025,6,23007101
BR0152,2025,7,13728836
BR0152,2025,8,28848448
BR0152,2025,9,29403017
BR0152,2025,10,41385173
BR0152,2025,11,16833195
BR0152,2025,12,14285173
BR0153,2023,1,29788486
BR0153,2023,2,21887676
BR0153,2023,3,29862651
BR0153,2023,4,29577287
BR0153,2023,5,16155541
BR0153,2023,6,40101262
BR0153,2023,7,49505500
BR0153,2023,8,12480784
BR0153,2023,9,21662609
BR0153,2023,10,16128291
BR0153,2023,11,24144784
BR0153,2023,12,30553238
BR0153,2024,1,7019297
BR0153,2024,2,20031143
BR0153,2024,3,48527662
BR0153,2024,4,18014376
BR0153,2024,5,19698165
BR0153,2024,6,30781900
BR0153,2024,7,29518188
BR0153,2024,8,21164854
BR0153,2024,9,48045321
BR0153,2024,10,36661301
BR0153,2024,11,22644339
BR0153,2024,12,5505956
BR0153,2025,1,8393726
BR0153,2025,2,11684449
BR0153,2025,3,49535842
BR0153,2025,4,30327739
BR0153,2025,5,29786489
BR0153,2025,6,20758042
BR0153,2025,7,23914044
BR0153,2025,8,6972542
BR0153,2025,9,36714869
BR0153,2025,10,34416799
BR0153,2025,11,37710726
BR0153,2025,12,12774165
BR0154,2023,1,12373947
BR0154,2023,2,35866939
BR0154,2023,3,42265453
BR0154,2023,4,38028088
BR0154,2023,5,11290360
BR0154,2023,6,32158509
BR0154,2023,7,12903339
BR0154,2023,8,37545271
BR0154,2023,9,37180080
BR0154,2023,10,16664670
BR0154,2023,11,20485142
BR0154,2023,12,33576862
BR0154,2024,1,34545748
BR0154,2024,2,9074468
BR0154,2024,3,12939681
BR0154,2024,4,17803676
BR0154,2024,5,9557050
BR0154,2024,6,22857001
BR0154,2024,7,29235788
BR0154,2024,8,34790827
BR0154,2024,9,36485289
BR0154,2024,10,21044386
BR0154,2024,11,27719522
BR0154,2024,12,42231184
BR0154,2025,1,8844661
BR0154,2025,2,9799417
BR0154,2025,3,39179542
BR0154,2025,4,19925336
BR0154,2025,5,37478463
BR0154,2025,6,19486557
BR0154,2025,7,42773672
BR0154,2025,8,46013060
BR0154,2025,9,30247693
BR0154,2025,10,12385163
BR0154,2025,11,9019906
BR0154,2025,12,33981255
BR0155,2023,1,40221437
BR0155,2023,2,8756076
BR0155,2023,3,21088500
BR0155,2023,4,40000203
BR0155,2023,5,16452050
BR0155,2023,6,39257984
BR0155,2023,7,26224668
BR0155,2023,8,19252881
BR0155,2023,9,11811531
BR0155,2023,10,10575401
BR0155,2023,11,37034399
BR0155,2023,12,22804199
BR0155,2024,1,36439053
BR0155,2024,2,35932794
BR0155,2024,3,13840456
BR0155,2024,4,9995252
BR0155,2024,5,35401284
BR0155,2024,6,47345481
BR0155,2024,7,26328491
BR0155,2024,8,11572062
BR0155,2024,9,18779668
BR0155,2024,10,23832688
BR0155,2024,11,49488768
BR0155,2024,12,29242100
BR0155,2025,1,9573189
BR0155,2025,2,13033432
BR0155,2025,3,36875043
BR0155,2025,4,37318316
BR0155,2025,5,22268494
BR0155,2025,6,17077768
BR0155,2025,7,39194423
BR0155,2025,8,5730130
BR0155,2025,9,47114030
BR0155,2025,10,48820178
BR0155,2025,11,39538154
BR0155,2025,12,6642329
BR0156,2023,1,48188811
BR0156,2023,2,36561543
BR0156,2023,3,7162133
BR0156,2023,4,41046002
BR0156,2023,5,48515310
BR0156,2023,6,20709332
BR0156,2023,7,38487013
BR0156,2023,8,49590588
BR0156,2023,9,45596061
BR0156,2023,10,14348176
BR0156,2023,11,48697012
BR0156,2023,12,29460390
BR0156,2024,1,14733198
BR0156,2024,2,30995102
BR0156,2024,3,26609522
BR0156,2024,4,7801945
BR0156,2024,5,29677753
BR0156,2024,6,49054090
BR0156,2024,7,48675667
BR0156,2024,8,17195542
BR0156,2024,9,20226311
BR0156,2024,10,6050492
BR0156,2024,11,45128229
BR0156,2024,12,35768343
BR0156,2025,1,10500672
BR0156,2025,2,35157420
BR0156,2025,3,19560471
BR0156,2025,4,7409779
BR0156,2025,5,24137528
BR0156,2025,6,34461831
BR0156,2025,7,14427768
BR0156,2025,8,17853415
BR0156,2025,9,25430870
BR0156,2025,10,26073907
BR0156,2025,11,44144799
BR0156,2025,12,18378614
BR0157,2023,1,9444740
BR0157,2023,2,31977227
BR0157,2023,3,6679466
BR0157,2023,4,16085249
BR0157,2023,5,5846283
BR0157,2023,6,29153826
BR0157,2023,7,37494771
BR0157,2023,8,20643131
BR0157,2023,9,9417372
BR0157,2023,10,37014355
BR0157,2023,11,30079414
BR0157,2023,12,39336444
BR0157,2024,1,38024503
BR0157,2024,2,19245255
BR0157,2024,3,46689384
BR0157,2024,4,19521055
BR0157,2024,5,17911949
BR0157,2024,6,36570771
BR0157,2024,7,18549828
BR0157,2024,8,25796298
BR0157,2024,9,35640457
BR0157,2024,10,23185152
BR0157,2024,11,20185549
BR0157,2024,12,26594537
BR0157,2025,1,7131879
BR0157,2025,2,32311920
BR0157,2025,3,16912385
BR0157,2025,4,28029373
BR0157,2025,5,32719722
BR0157,2025,6,49873572
BR0157,2025,7,6540466
BR0157,2025,8,43157201
BR0157,2025,9,30095162
BR0157,2025,10,15876804
BR0157,2025,11,21000969
BR0157,2025,12,5010595
BR0158,2023,1,15389184
BR0158,2023,2,45771186
BR0158,2023,3,22303834
BR0158,2023,4,45711574
BR0158,2023,5,35478149
BR0158,2023,6,36881080
BR0158,2023,7,42706738
BR0158,2023,8,41766443
BR0158,2023,9,30940857
BR0158,2023,10,14240135
BR0158,2023,11,22520321
BR0158,2023,12,21135648
BR0158,2024,1,42722107
BR0158,2024,2,13089024
BR0158,2024,3,23380517
BR0158,2024,4,32919041
BR0158,2024,5,15009232
BR0158,2024,6,14199404
BR0158,2024,7,40044650
BR0158,2024,8,14077291
BR0158,2024,9,44017961
BR0158,2024,10,26556600
BR0158,2024,11,8820329
BR0158,2024,12,16257364
BR0158,2025,1,20724291
BR0158,2025,2,33376587
BR0158,2025,3,16240839
BR0158,2025,4,10383820
BR0158,2025,5,44298195
BR0158,2025,6,35361300
BR0158,2025,7,32442826
BR0158,2025,8,21990455
BR0158,2025,9,43263442
BR0158,2025,10,49406255
BR0158,2025,11,19962754
BR0158,2025,12,15117544
BR0159,2023,1,23047887
BR0159,2023,2,32363655
BR0159,2023,3,11364807
BR0159,2023,4,8462191
BR0159,2023,5,34231234
BR0159,2023,6,11986283
BR0159,2023,7,6174915
BR0159,2023,8,24437355
BR0159,2023,9,9733501
BR0159,2023,10,24392425
BR0159,2023,11,16755774
BR0159,2023,12,14285978
BR0159,2024,1,33191544
BR0159,2024,2,9921916
BR0159,2024,3,40526281
BR0159,2024,4,30289793
BR0159,2024,5,25151174
BR0159,2024,6,49502148
BR0159,2024,7,48849821
BR0159,2024,8,39413608
BR0159,2024,9,44130025
BR0159,2024,10,12824643
BR0159,2024,11,34949018
BR0159,2024,12,21357496
BR0159,2025,1,38527160
BR0159,2025,2,49165846
BR0159,2025,3,40595653
BR0159,2025,4,44345408
BR0159,2025,5,29800997
BR0159,2025,6,40023943
BR0159,2025,7,42467557
BR0159,2025,8,17930870
BR0159,2025,9,34258987
BR0159,2025,10,10101727
BR0159,2025,11,44740969
BR0159,2025,12,22001911
BR0160,2023,1,43273194
BR0160,2023,2,30635127
BR0160,2023,3,17181967
BR0160,2023,4,22156875
BR0160,2023,5,48182917
BR0160,2023,6,20875036
BR0160,2023,7,32651619
BR0160,2023,8,29579839
BR0160,2023,9,40155949
BR0160,2023,10,22276330
BR0160,2023,11,9927481
BR0160,2023,12,8830619
BR0160,2024,1,46892751
BR0160,2024,2,36654028
BR0160,2024,3,19249515
BR0160,2024,4,27019235
BR0160,2024,5,5644944
BR0160,2024,6,34856526
BR0160,2024,7,36899966
BR0160,2024,8,27819061
BR0160,2024,9,48454173
BR0160,2024,10,17096139
BR0160,2024,11,36239492
BR0160,2024,12,26761039
BR0160,2025,1,20630093
BR0160,2025,2,33899754
BR0160,2025,3,10969361
BR0160,2025,4,18901701
BR0160,2025,5,41409419
BR0160,2025,6,32455460
BR0160,2025,7,31913916
BR0160,2025,8,13987820
BR0160,2025,9,20602572
BR0160,2025,10,29884364
BR0160,2025,11,29137604
BR0160,2025,12,30507283
BR0161,2023,1,49515746
BR0161,2023,2,38174660
BR0161,2023,3,29488503
BR0161,2023,4,13560671
BR0161,2023,5,19936383
BR0161,2023,6,47936114
BR0161,2023,7,19424589
BR0161,2023,8,22852843
BR0161,2023,9,12589810
BR0161,2023,10,7393798
BR0161,2023,11,39217734
BR0161,2023,12,14126535
BR0161,2024,1,32255556
BR0161,2024,2,46337885
BR0161,2024,3,33238494
BR0161,2024,4,48377013
BR0161,2024,5,10220655
BR0161,2024,6,36512460
BR0161,2024,7,44081032
BR0161,2024,8,35475585
BR0161,2024,9,27282570
BR0161,2024,10,43719077
BR0161,2024,11,41435064
BR0161,2024,12,28869346
BR0161,2025,1,28159527
BR0161,2025,2,34341276
BR0161,2025,3,26105386
BR0161,2025,4,16772155
BR0161,2025,5,37326621
BR0161,2025,6,6182014
BR0161,2025,7,15800375
BR0161,2025,8,31442823
BR0161,2025,9,29810587
BR0161,2025,10,12861292
BR0161,2025,11,47235512
BR0161,2025,12,24608297
BR0162,2023,1,41925443
BR0162,2023,2,48089706
BR0162,2023,3,18691633
BR0162,2023,4,47586394
BR0162,2023,5,21681361
BR0162,2023,6,44740089
BR0162,2023,7,18173670
BR0162,2023,8,29777559
BR0162,2023,9,25189443
BR0162,2023,10,48535095
BR0162,2023,11,22164117
BR0162,2023,12,15966105
BR0162,2024,1,9344020
BR0162,2024,2,45340892
BR0162,2024,3,35529355
BR0162,2024,4,49686427
BR0162,2024,5,44514098
BR0162,2024,6,8062257
BR0162,2024,7,18308809
BR0162,2024,8,6006952
BR0162,2024,9,44964314
BR0162,2024,10,40893258
BR0162,2024,11,32666126
BR0162,2024,12,42625097
BR0162,2025,1,23283023
BR0162,2025,2,6950088
BR0162,2025,3,9701051
BR0162,2025,4,5318748
BR0162,2025,5,16624427
BR0162,2025,6,10756624
BR0162,2025,7,21704775
BR0162,2025,8,5264109
BR0162,2025,9,16649190
BR0162,2025,10,20433019
BR0162,2025,11,16712881
BR0162,2025,12,22792818
BR0163,2023,1,20862119
BR0163,2023,2,6296364
BR0163,2023,3,6606713
BR0163,2023,4,12665691
BR0163,2023,5,10534666
BR0163,2023,6,10938511
BR0163,2023,7,18310370
BR0163,2023,8,14973468
BR0163,2023,9,36532479
BR0163,2023,10,27505423
BR0163,2023,11,9922354
BR0163,2023,12,40052618
BR0163,2024,1,28416655
BR0163,2024,2,26485525
BR0163,2024,3,24580316
BR0163,2024,4,33010350
BR0163,2024,5,37134564
BR0163,2024,6,22348767
BR0163,2024,7,27348250
BR0163,2024,8,8689671
BR0163,2024,9,10632277
BR0163,2024,10,22715876
BR0163,2024,11,15902482
BR0163,2024,12,22821238
BR0163,2025,1,11133447
BR0163,2025,2,9254867
BR0163,2025,3,46879489
BR0163,2025,4,8511687
BR0163,2025,5,22646304
BR0163,2025,6,13842601
BR0163,2025,7,27055545
BR0163,2025,8,27931002
BR0163,2025,9,38672514
BR0163,2025,10,38003564
BR0163,2025,11,14466706
BR0163,2025,12,17642870
BR0164,2023,1,45612663
BR0164,2023,2,42606084
BR0164,2023,3,8439346
BR0164,2023,4,15329487
BR0164,2023,5,33374862
BR0164,2023,6,30852627
BR0164,2023,7,24806772
BR0164,2023,8,6115807
BR0164,2023,9,20395675
BR0164,2023,10,25896329
BR0164,2023,11,9842261
BR0164,2023,12,36705769
BR0164,2024,1,11322288
BR0164,2024,2,9404862
BR0164,2024,3,44340301
BR0164,2024,4,15217314
BR0164,2024,5,17837676
BR0164,2024,6,35344143
BR0164,2024,7,36436207
BR0164,2024,8,20518476
BR0164,2024,9,46771793
BR0164,2024,10,11262766
BR0164,2024,11,49523701
BR0164,2024,12,36668072
BR0164,2025,1,42918385
BR0164,2025,2,34224005
BR0164,2025,3,14274999
BR0164,2025,4,5882368
BR0164,2025,5,17933404
BR0164,2025,6,44090548
BR0164,2025,7,19481324
BR0164,2025,8,12240754
BR0164,2025,9,47544381
BR0164,2025,10,35689860
BR0164,2025,11,21168056
BR0164,2025,12,22349844
BR0165,2023,1,38641869
BR0165,2023,2,33419011
BR0165,2023,3,40020505
BR0165,2023,4,40779233
BR0165,2023,5,27269865
BR0165,2023,6,8830682
BR0165,2023,7,7073981
BR0165,2023,8,20353774
BR0165,2023,9,6577515
BR0165,2023,10,19829656
BR0165,2023,11,39412955
BR0165,2023,12,24515649
BR0165,2024,1,19191119
BR0165,2024,2,47935802
BR0165,2024,3,35483563
BR0165,2024,4,46253151
BR0165,2024,5,17907478
BR0165,2024,6,17344312
BR0165,2024,7,18732999
BR0165,2024,8,25880060
BR0165,2024,9,49460724
BR0165,2024,10,22501089
BR0165,2024,11,13806588
BR0165,2024,12,15559308
BR0165,2025,1,9162115
BR0165,2025,2,20187499
BR0165,2025,3,36066666
BR0165,2025,4,27742345
BR0165,2025,5,25782203
BR0165,2025,6,31609882
BR0165,2025,7,26169831
BR0165,2025,8,40091843
BR0165,2025,9,25560965
BR0165,2025,10,8735046
BR0165,2025,11,45883541
BR0165,2025,12,26172967
BR0166,2023,1,10981884
BR0166,2023,2,24693889
BR0166,2023,3,8293394
BR0166,2023,4,26812420
BR0166,2023,5,39476613
BR0166,2023,6,20860846
BR0166,2023,7,15150366
BR0166,2023,8,16763065
BR0166,2023,9,47240874
BR0166,2023,10,21453223
BR0166,2023,11,35987893
BR0166,2023,12,7028512
BR0166,2024,1,18267948
BR0166,2024,2,26513756
BR0166,2024,3,13025205
BR0166,2024,4,39010662
BR0166,2024,5,39983467
BR0166,2024,6,29349691
BR0166,2024,7,36974436
BR0166,2024,8,40518149
BR0166,2024,9,25855378
BR0166,2024,10,10029076
BR0166,2024,11,12128019
BR0166,2024,12,49221736
BR0166,2025,1,9701229
BR0166,2025,2,46858490
BR0166,2025,3,30972952
BR0166,2025,4,34346802
BR0166,2025,5,37448991
BR0166,2025,6,9476844
BR0166,2025,7,21951790
BR0166,2025,8,49864383
BR0166,2025,9,39464135
BR0166,2025,10,19890145
BR0166,2025,11,35173922
BR0166,2025,12,26356761
BR0167,2023,1,37004003
BR0167,2023,2,33078125
BR0167,2023,3,29942350
BR0167,2023,4,40901956
BR0167,2023,5,34987239
BR0167,2023,6,26117571
BR0167,2023,7,46523256
BR0167,2023,8,8426126
BR0167,2023,9,12043000
BR0167,2023,10,35583355
BR0167,2023,11,10896223
BR0167,2023,12,47735452
BR0167,2024,1,23695913
BR0167,2024,2,13928840
BR0167,2024,3,7508349
BR0167,2024,4,42416386
BR0167,2024,5,13653824
BR0167,2024,6,9241069
BR0167,2024,7,36263885
BR0167,2024,8,46563602
BR0167,2024,9,7357179
BR0167,2024,10,25131083
BR0167,2024,11,49132573
BR0167,2024,12,9599637
BR0167,2025,1,49327280
BR0167,2025,2,27870651
BR0167,2025,3,34350298
BR0167,2025,4,39883573
BR0167,2025,5,10751272
BR0167,2025,6,14719283
BR0167,2025,7,31431592
BR0167,2025,8,11310987
BR0167,2025,9,8437729
BR0167,2025,10,7139936
BR0167,2025,11,24329366
BR0167,2025,12,49984809
BR0168,2023,1,14062467
BR0168,2023,2,40569502
BR0168,2023,3,12150401
BR0168,2023,4,9740530
BR0168,2023,5,26206886
BR0168,2023,6,16004686
BR0168,2023,7,40692217
BR0168,2023,8,45511331
BR0168,2023,9,32269537
BR0168,2023,10,16348982
BR0168,2023,11,21082946
BR0168,2023,12,16655680
BR0168,2024,1,30962625
BR0168,2024,2,33573919
BR0168,2024,3,27684965
BR0168,2024,4,29322232
BR0168,2024,5,13272468
BR0168,2024,6,21295788
BR0168,2024,7,35741306
BR0168,2024,8,42039425
BR0168,2024,9,12850471
BR0168,2024,10,11152939
BR0168,2024,11,22419374
BR0168,2024,12,30952206
BR0168,2025,1,36726980
BR0168,2025,2,20198318
BR0168,2025,3,17412208
BR0168,2025,4,45537211
BR0168,2025,5,24374752
BR0168,2025,6,36221226
BR0168,2025,7,31387310
BR0168,2025,8,18546993
BR0168,2025,9,13699683
BR0168,2025,10,17996182
BR0168,2025,11,37953523
BR0168,2025,12,12180658
BR0169,2023,1,39429845
BR0169,2023,2,27739895
BR0169,2023,3,21637841
BR0169,2023,4,6856103
BR0169,2023,5,22123314
BR0169,2023,6,39414900
BR0169,2023,7,36488471
BR0169,2023,8,14967224
BR0169,2023,9,46296164
BR0169,2023,10,26557961
BR0169,2023,11,26034786
BR0169,2023,12,16597124
BR0169,2024,1,27924366
BR0169,2024,2,17584476
BR0169,2024,3,49268460
BR0169,2024,4,33079619
BR0169,2024,5,8783722
BR0169,2024,6,5007940
BR0169,2024,7,20550125
BR0169,2024,8,43580353
BR0169,2024,9,28072457
BR0169,2024,10,5698959
BR0169,2024,11,22068015
BR0169,2024,12,45703313
BR0169,2025,1,7641382
BR0169,2025,2,7518110
BR0169,2025,3,26948685
BR0169,2025,4,20295611
BR0169,2025,5,26326486
BR0169,2025,6,22849391
BR0169,2025,7,29551014
BR0169,2025,8,25237913
BR0169,2025,9,30142287
BR0169,2025,10,46461841
BR0169,2025,11,28681428
BR0169,2025,12,31468524
BR0170,2023,1,30383459
BR0170,2023,2,24056161
BR0170,2023,3,12398213
BR0170,2023,4,20243303
BR0170,2023,5,5844973
BR0170,2023,6,32553022
BR0170,2023,7,47668574
BR0170,2023,8,43048923
BR0170,2023,9,21399552
BR0170,2023,10,48232251
BR0170,2023,11,8504219
BR0170,2023,12,16504062
BR0170,2024,1,15102194
BR0170,2024,2,25588157
BR0170,2024,3,21993113
BR0170,2024,4,38859703
BR0170,2024,5,49018869
BR0170,2024,6,26871454
BR0170,2024,7,30546386
BR0170,2024,8,34326118
BR0170,2024,9,25609847
BR0170,2024,10,13965232
BR0170,2024,11,21092746
BR0170,2024,12,41179948
BR0170,2025,1,27576017
BR0170,2025,2,8680933
BR0170,2025,3,28171227
BR0170,2025,4,16586911
BR0170,2025,5,26455342
BR0170,2025,6,14334039
BR0170,2025,7,41413084
BR0170,2025,8,48785721
BR0170,2025,9,8221286
BR0170,2025,10,41760177
BR0170,2025,11,35581328
BR0170,2025,12,27770899
BR0171,2023,1,36555828
BR0171,2023,2,35990315
BR0171,2023,3,19369778
BR0171,2023,4,27846477
BR0171,2023,5,29219729
BR0171,2023,6,21733245
BR0171,2023,7,9296161
BR0171,2023,8,11737562
BR0171,2023,9,12942189
BR0171,2023,10,26953720
BR0171,2023,11,6744087
BR0171,2023,12,6716206
BR0171,2024,1,20240086
BR0171,2024,2,29832190
BR0171,2024,3,9741488
BR0171,2024,4,46275913
BR0171,2024,5,9540673
BR0171,2024,6,38411479
BR0171,2024,7,8525913
BR0171,2024,8,18317102
BR0171,2024,9,36008868
BR0171,2024,10,47954666
BR0171,2024,11,31967324
BR0171,2024,12,25880336
BR0171,2025,1,36987328
BR0171,2025,2,30374676
BR0171,2025,3,25795821
BR0171,2025,4,47857906
BR0171,2025,5,47433022
BR0171,2025,6,43703075
BR0171,2025,7,36572961
BR0171,2025,8,26375859
BR0171,2025,9,28149991
BR0171,2025,10,25906031
BR0171,2025,11,28640552
BR0171,2025,12,43471373
BR0172,2023,1,12105742
BR0172,2023,2,45257533
BR0172,2023,3,44425611
BR0172,2023,4,39798294
BR0172,2023,5,9593141
BR0172,2023,6,37482379
BR0172,2023,7,34939691
BR0172,2023,8,32945048
BR0172,2023,9,5792172
BR0172,2023,10,49663371
BR0172,2023,11,20239844
BR0172,2023,12,18954192
BR0172,2024,1,18986883
BR0172,2024,2,29317716
BR0172,2024,3,41424529
BR0172,2024,4,29379299
BR0172,2024,5,49210787
BR0172,2024,6,13379045
BR0172,2024,7,48942313
BR0172,2024,8,43142583
BR0172,2024,9,7341109
BR0172,2024,10,35972862
BR0172,2024,11,44652682
BR0172,2024,12,43200622
BR0172,2025,1,34015358
BR0172,2025,2,6586078
BR0172,2025,3,13790615
BR0172,2025,4,33810972
BR0172,2025,5,11196524
BR0172,2025,6,17335268
BR0172,2025,7,40143585
BR0172,2025,8,24528281
BR0172,2025,9,39574274
BR0172,2025,10,28931926
BR0172,2025,11,11815078
BR0172,2025,12,19920171
BR0173,2023,1,45519289
BR0173,2023,2,8877663
BR0173,2023,3,19697378
BR0173,2023,4,29610482
BR0173,2023,5,34089548
BR0173,2023,6,15585818
BR0173,2023,7,30541076
BR0173,2023,8,47744680
BR0173,2023,9,10167253
BR0173,2023,10,32971958
BR0173,2023,11,18537461
BR0173,2023,12,26962098
BR0173,2024,1,25251025
BR0173,2024,2,27081217
BR0173,2024,3,39597365
BR0173,2024,4,17536965
BR0173,2024,5,37968761
BR0173,2024,6,41699696
BR0173,2024,7,38575119
BR0173,2024,8,5727288
BR0173,2024,9,49858465
BR0173,2024,10,14613658
BR0173,2024,11,45591692
BR0173,2024,12,30366815
BR0173,2025,1,42654542
BR0173,2025,2,16010276
BR0173,2025,3,17303893
BR0173,2025,4,6177605
BR0173,2025,5,48571237
BR0173,2025,6,42003084
BR0173,2025,7,12570025
BR0173,2025,8,43191701
BR0173,2025,9,29274101
BR0173,2025,10,8584772
BR0173,2025,11,8719475
BR0173,2025,12,18917978
BR0174,2023,1,38883917
BR0174,2023,2,6571878
BR0174,2023,3,38715693
BR0174,2023,4,19435519
BR0174,2023,5,39279068
BR0174,2023,6,36031349
BR0174,2023,7,15364246
BR0174,2023,8,42578600
BR0174,2023,9,19319661
BR0174,2023,10,14642271
BR0174,2023,11,15281586
BR0174,2023,12,47350466
BR0174,2024,1,34411476
BR0174,2024,2,7041311
BR0174,2024,3,33444128
BR0174,2024,4,14143656
BR0174,2024,5,45407068
BR0174,2024,6,22390779
BR0174,2024,7,45544088
BR0174,2024,8,23522861
BR0174,2024,9,20688752
BR0174,2024,10,33203900
BR0174,2024,11,19524621
BR0174,2024,12,39441890
BR0174,2025,1,47176474
BR0174,2025,2,36426371
BR0174,2025,3,8634604
BR0174,2025,4,11197992
BR0174,2025,5,5380601
BR0174,2025,6,27830812
BR0174,2025,7,16101759
BR0174,2025,8,20908387
BR0174,2025,9,41142563
BR0174,2025,10,22154502
BR0174,2025,11,20574913
BR0174,2025,12,39673795
BR0175,2023,1,16774820
BR0175,2023,2,20579775
BR0175,2023,3,45461380
BR0175,2023,4,16736270
BR0175,2023,5,18555788
BR0175,2023,6,44292967
BR0175,2023,7,12368956
BR0175,2023,8,36027876
BR0175,2023,9,44874364
BR0175,2023,10,19484612
BR0175,2023,11,23289728
BR0175,2023,12,33481726
BR0175,2024,1,39284433
BR0175,2024,2,8527015
BR0175,2024,3,37776002
BR0175,2024,4,5116317
BR0175,2024,5,34704091
BR0175,2024,6,10794087
BR0175,2024,7,9673132
BR0175,2024,8,42535558
BR0175,2024,9,32853107
BR0175,2024,10,14536668
BR0175,2024,11,26470425
BR0175,2024,12,35868112
BR0175,2025,1,16515697
BR0175,2025,2,47863057
BR0175,2025,3,19525560
BR0175,2025,4,41441412
BR0175,2025,5,27551736
BR0175,2025,6,32397553
BR0175,2025,7,21449551
BR0175,2025,8,18346078
BR0175,2025,9,20279152
BR0175,2025,10,15819754
BR0175,2025,11,32523229
BR0175,2025,12,28927461
BR0176,2023,1,46487399
BR0176,2023,2,34258193
BR0176,2023,3,25346604
BR0176,2023,4,25806323
BR0176,2023,5,15866784
BR0176,2023,6,47613766
BR0176,2023,7,19664012
BR0176,2023,8,34899574
BR0176,2023,9,10703174
BR0176,2023,10,14566278
BR0176,2023,11,17960225
BR0176,2023,12,44576227
BR0176,2024,1,26192309
BR0176,2024,2,13352697
BR0176,2024,3,38860514
BR0176,2024,4,24873203
BR0176,2024,5,17321114
BR0176,2024,6,33027182
BR0176,2024,7,37192973
BR0176,2024,8,34516210
BR0176,2024,9,44731887
BR0176,2024,10,37631586
BR0176,2024,11,36747055
BR0176,2024,12,23595245
BR0176,2025,1,36636954
BR0176,2025,2,39796653
BR0176,2025,3,18284560
BR0176,2025,4,36663909
BR0176,2025,5,44726268
BR0176,2025,6,39157704
BR0176,2025,7,14707453
BR0176,2025,8,38566083
BR0176,2025,9,16354170
BR0176,2025,10,20630622
BR0176,2025,11,9918326
BR0176,2025,12,28607510
BR0177,2023,1,30732529
BR0177,2023,2,9672100
BR0177,2023,3,32071461
BR0177,2023,4,11740403
BR0177,2023,5,28762701
BR0177,2023,6,33532447
BR0177,2023,7,27519868
BR0177,2023,8,28621671
BR0177,2023,9,31301026
BR0177,2023,10,48318587
